epoch,train_loss,train_acc,valid_loss,valid_acc
0,1.1502479422393688,0.5103440433212997,3.379491965893818,0.4564782608695652
1,1.0703519880771637,0.5835117328519855,1.7151290042244869,0.5922130434782609
2,1.0254193841335144,0.6092131768953069,1.9690242900675081,0.5538733695652174
3,1.0311562730947557,0.6076328519855596,1.892439572626482,0.5424413043478261
4,1.0498386475153347,0.5963649819494585,1.055702703802482,0.6027951086956522
